Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
,,,,,,,,,,,,,,,,,,,
LambCharredCherryTomatoesDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nLamb served with cherry tomatoes to help you through the day.,,"Typ: Lebensmittel aus dem Bauernhofleben\nFreigeschaltet durch: Bauernhofleben\n\nLamm mit Kirschtomaten, um Sie durch den Tag zu bringen.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Turkey Diner,,item,Food,newKey,Turkey Diner,,Truthahn-Restaurant,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
TurkeyDinerDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nBaked Turkey at its best.,,Typ: Lebensmittel aus dem Bauernhofleben\nFreigeschaltet durch: Bauernhofleben\n\nGebackener Truthahn vom Feinsten.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Turkey Diner Stuffed Biscuits,,item,Food,newKey,Turkey Diner Stuffed Biscuits,,Gefüllte Biscuits vom Truthahn-Diner,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
TurkeyDinerStuffedBiscuitsDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nTurkey with a side of baked biscuits.,,Typ: Bauernhofleben-Lebensmittel \nFreigeschaltet durch: Bauernhofleben \n\nTruthahn mit gebackenen Keksen als Beilage.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Turkey Club Sandwich,,item,Food,newKey,Turkey Club Sandwich,,Truthahn-Club-Sandwich,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
TurkeyClubSandwichDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nRefreshing Turkey Club Sandwich.,,Typ: Lebensmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nErfrischendes Truthahn-Club-Sandwich.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Baked Goose,,item,Food,newKey,Baked Goose,,Gebackene Gans,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
BakedGooseDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nGoose baked to perfection.,,Typ: Lebensmittel aus dem Bauernhofleben\nFreigeschaltet durch: Bauernhofleben\n\nPerfekt gebackene Gans.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Raw Horse Meat,,item,Food,newKey,Raw Horse Meat,,Rohes Pferdefleisch,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
RawHorseMeatDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Raw Horse Ribs,,item,Food,newKey,Raw Horse Ribs,,Rohe Pferderippen,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
RawHorseRibsDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cooked Horse Ribs,,item,Food,newKey,Cooked Horse Ribs,,Gekochte Pferderippen,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
CookedHorseRibsDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Raw Horse Fillet,,item,Food,newKey,Raw Horse Fillet,,Rohes Pferdefilet,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
RawHorseFilletDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Sour Cream,,item,Food,newKey,Sour Cream,,Sauerrahm,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
SourCreamDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Green Onion,,item,Food,newKey,Green Onion,,Frühlingszwiebeln,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
GreenOnionDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Green Onion,,item,Food,newKey,Green Onion,,Frühlingszwiebeln,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
GreenOnionDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cauliflower,,item,Food,newKey,Cauliflower,,Blumenkohl,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
CauliflowerDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Sliced Cauliflower,,item,Food,newKey,Sliced Cauliflower,,Geschnittener Blumenkohl,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
SlicedCauliflowerDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Watermelon,,item,Food,newKey,Watermelon,,Wassermelone,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
WatermelonDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSuper juicy and healthy.,,Typ: Lebensmittel aus dem Bauernhofleben\nFreigeschaltet durch: Bauernhofleben\n\nSuper saftig und gesund.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Peas,,item,Food,newKey,Peas,,Erbsen,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
PeasDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nEat up the greens they say!.,,"Typ: Nahrungsmittel aus dem Bauernhofleben\nFreigeschaltet durch: Bauernhofleben\n\n„Iss das Grünzeug!“, heißt es.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Sliced Peaches,,item,Food,newKey,Sliced Peaches,,Pfirsichscheiben,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
SlicedPeachesDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Peach,,item,Food,newKey,Peach,,Pfirsich,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
PeachDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse in Food Prep. This is a vital ingredient used in the preperation of cooked foods.,,Typ: Nahrungsmittel aus Farm Life \n Freigeschaltet durch: Farm Life \n\n Verwendung bei der Zubereitung von Speisen. Dies ist eine wichtige Zutat für die Zubereitung von gekochten Speisen.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Blackberry,,item,Food,newKey,Blackberry,,Brombeere,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
BlackberryDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nFresh and juicy.,,Typ: Lebensmittel aus dem Bauernhofleben\nFreigeschaltet durch: Bauernhofleben\n\nFrisch und saftig.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Turkey Burger,,item,Food,newKey,Turkey Burger,,Truthahn-Burger,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
TurkeyBurgerDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Razzleberry Pie,,item,Food,newKey,Razzleberry Pie,,Himbeerkuchen,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
RazzleberryPieDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Chocolate Cake,,item,Food,newKey,Chocolate Cake,,Schokoladenkuchen,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ChocolateCakeDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nA tasty dessert!,,Typ: Nahrungsmittel aus dem Bauernhofleben\nFreigeschaltet durch: Bauernhofleben\n\nEin leckeres Dessert!,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Fudge,,item,Food,newKey,Fudge,,Fudge,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
FudgeDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSo rich with chocolate flavor!,,Typ: Lebensmittel aus dem Bauernhofleben\nFreigeschaltet durch: Bauernhofleben\n\nSo reichhaltig im Schokoladengeschmack!,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
SmoreDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSmores are made from Graham Crackers with marshmallow and melted chocolate, these can be crafted in the Campfire but also the FarmLife Fire Surround for a lesser amount of ingredients.",,"Typ: Farm Life Nahrungsmittel\nFreigeschaltet durch: Farm Life\n\nS'mores werden aus Graham Crackern mit Marshmallows und geschmolzener Schokolade hergestellt. Sie können am Lagerfeuer, aber auch an der FarmLife-Feuerstelle mit einer geringeren Menge an Zutaten hergestellt werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Peach Cobbler,,item,Food,newKey,Peach Cobbler,,Pfirsich-Cobbler,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
PeachCobblerDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Chicken Nachos,,item,Food,newKey,Chicken Nachos,,Hähnchen-Nachos,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ChickenNachosDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Potato Salad,,item,Food,newKey,Potato Salad,,Kartoffelsalat,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
PotatoSaladDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse in Food Prep. This is a vital ingredient used in the preperation of cooked foods.,,Typ: Nahrungsmittel aus Farm Life \n Freigeschaltet durch: Farm Life \n\n Verwendung bei der Zubereitung von Speisen. Dies ist eine wichtige Zutat für die Zubereitung von gekochten Speisen.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Elk Stew,,item,Food,newKey,Elk Stew,,Elchgulasch,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ElkStewDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Spring Rolls,,item,Food,newKey,Spring Rolls,,Frühlingsrollen,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
SpringRollsDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Smoked BBQ Lamb Ribs,,item,Food,newKey,Smoked BBQ Lamb Ribs,,Geräucherte BBQ-Lammrippchen,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
SmokedBBQLambRibsDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Meat Hanger on a Cold Smoker. An ingredient used for crafting yummy meals or drinks.,,Typ: Nahrungsmittel aus Farm Life \n Freigeschaltet durch: Farm Life \n\nVerwende den Fleischhänger an einem Kalträucherofen. Eine Zutat zur Zubereitung leckerer Gerichte oder Getränke.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Mustard,,item,Food,newKey,Mustard,,Senf,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
MustardDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse in Food Prep. This is a vital ingredient used in the preperation of cooked foods.,,Typ: Nahrungsmittel aus Farm Life \n Freigeschaltet durch: Farm Life \n\n Verwendung bei der Zubereitung von Speisen. Dies ist eine wichtige Zutat für die Zubereitung von gekochten Speisen.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Graham Crackers,,item,Food,newKey,Graham Crackers,,Graham-Cracker,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
GrahamCrackersDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Marshmallows,,item,Food,newKey,Marshmallows,,Marshmallows,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
MarshmallowsDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSticky but not icky!,,"Typ: Nahrungsmittel aus dem Bauernhofleben\nFreigeschaltet durch: Bauernhofleben\n\nKlebrig, aber nicht eklig!",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Graham Cracker Box,,item,Food,newKey,Graham Cracker Box,,Graham Cracker Box,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
GrahamCrackerBoxDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Marshmallow Bag,,item,Food,newKey,Marshmallow Bag,,Marshmallow-Tüte,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
MarshmallowBagDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cola 12pk,,item,Food,newKey,Cola 12pk,,Cola 12er-Packung,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cola12pkDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Mashed Potatoes,,item,Food,newKey,Mashed Potatoes,,Kartoffelpüree,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
MashedPotatoesDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nMashed Potatoes at their best.,,Typ: Lebensmittel aus dem Bauernhofleben\nFreigeschaltet durch: Bauernhofleben\n\nKartoffelpüree vom Feinsten.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Biscuits and Turkey Gravy,,item,Food,newKey,Biscuits and Turkey Gravy,,Kekse und Truthahnsoße,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
BiscuitsandTurkeyGravyDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben\nFreigeschaltet durch: Bauernhofleben\n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
challengeDrinkWaterSource,Challenges,Challenge,,,Drink From Water Source,,Aus der Wasserquelle trinken,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
challengeDrinkWaterSourceDesc,Challenges,Challenge,,,Water is a factor in how fast your Health and Stamina recovers.\n\nYou can boil Murky Water with a Cooking Pot at a Campfire into clean Water.,,"Wasser beeinflusst, wie schnell sich deine Gesundheit und Ausdauer regenerieren. \n\nDu kannst trübes Wasser mit einem Kochtopf am Lagerfeuer zu sauberem Wasser abkochen.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
DasTulipsSaltedTaterTots,,item,Food,newKey,DasTulips Salted TaterTots,,DasTulips Salted TaterTots,,,,,,,,,,,,
DasTulipsSaltedTaterTotsDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nDasTulips Salted TaterTots are a special blend of Salt And Potato carefully blended and cooked on an open grill in the sexiest fashion possible.,,"Typ: Farm Life Lebensmittel \nFreigeschaltet durch: Farm Life\n\nDasTulips Salted TaterTots sind eine besondere Mischung aus Salz und Kartoffeln, die sorgfältig vermischt und auf einem offenen Grill auf die sinnlichste Art und Weise zubereitet wird.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
challengecraftLumberjackHelmetDesc,Challenges,Challenge,,,"War3zuk AIO Overhaul Challenges Redux, Replaces The Old Trader Quests With A New Challenge System.\n\nCompletion Will Send You To The Trader For Rewards.\n\nGather all of the above resources as well as any benches that may be needed and Craft the Lumber Jack Helmet.",,War3zuk AIO Overhaul Challenges Redux ersetzt die alten Händlerquests durch ein neues Herausforderungssystem. \n\nNach Abschluss der Quest erhaltet ihr Belohnungen vom Händler. \n\nSammelt alle oben genannten Ressourcen sowie alle benötigten Werkbänke und stellt den Holzfällerhelm her.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
challengecraftLumberjackOutfitDesc,Challenges,Challenge,,,"War3zuk AIO Overhaul Challenges Redux, Replaces The Old Trader Quests With A New Challenge System.\n\nCompletion Will Send You To The Trader For Rewards.\n\nGather all of the above resources as well as any benches that may be needed and Craft the Lumber Jack Outfit.",,War3zuk AIO Overhaul Challenges Redux ersetzt die alten Händlerquests durch ein neues Herausforderungssystem. \n\nNach Abschluss der Quest erhaltet ihr Belohnungen vom Händler. \n\nSammelt alle oben genannten Ressourcen sowie alle benötigten Werkbänke und stellt das Holzfäller-Outfit her.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
challengecraftLumberjackBootsDesc,Challenges,Challenge,,,"War3zuk AIO Overhaul Challenges Redux, Replaces The Old Trader Quests With A New Challenge System.\n\nCompletion Will Send You To The Trader For Rewards.\n\nGather all of the above resources as well as any benches that may be needed and Craft the Lumber Jack Boots.",,War3zuk AIO Overhaul Challenges Redux ersetzt die alten Händlerquests durch ein neues Herausforderungssystem. \n\nNach Abschluss der Quest erhaltet ihr Belohnungen vom Händler. \n\nSammelt alle oben genannten Ressourcen sowie alle benötigten Werkbänke und stellt die Holzfällerstiefel her.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
challengecraftLumberjackGlovesDesc,Challenges,Challenge,,,"War3zuk AIO Overhaul Challenges Redux, Replaces The Old Trader Quests With A New Challenge System.\n\nCompletion Will Send You To The Trader For Rewards.\n\nGather all of the above resources as well as any benches that may be needed and Craft the Lumber Jack Gloves.",,War3zuk AIO Overhaul Challenges Redux ersetzt die alten Händlerquests durch ein neues Herausforderungssystem. \n\nNach Abschluss der Quest erhaltet ihr Belohnungen vom Händler. \n\nSammelt alle oben genannten Ressourcen sowie alle benötigten Werkbänke und stellt die Holzfällerhandschuhe her.,,,,,,,,,,,,
